customer_id,first_name,last_name,email,segment,industry,country,acquisition_channel,created_at,is_active
CUST00267,Juan,Pearson,uray@example.org,Mid-Market,Manufacturing,NL,Organic Search,2026-04-06,True
CUST00268,Brian,Barajas,smithjames@example.net,Enterprise,Technology,FR,Email Referral,2024-05-28,True
CUST00269,Todd,Levine,max87@example.net,SMB,Healthcare,AU,Paid Social,2025-07-24,True
CUST00270,Monica,Cook,henrysamantha@example.org,Enterprise,Technology,DE,Paid Search,2023-09-07,True
CUST00271,Ian,Mccullough,trujillostephen@example.com,Enterprise,Education,UK,Paid Social,2025-06-22,True
CUST00272,Nicole,Green,hugheskathryn@example.net,Consumer,Retail,SE,Email Referral,2024-05-16,True
CUST00273,Ronald,Alexander,zwalton@example.net,Enterprise,Finance,NL,Organic Search,2023-07-24,True
CUST00274,Karen,Thomas,wwilliams@example.net,Consumer,Manufacturing,CA,Organic Search,2024-03-03,True
CUST00275,Shawn,Johnson,snyderkeith@example.org,Enterprise,Technology,FR,Paid Social,2023-09-23,False
CUST00276,Zachary,West,jacquelinebest@example.com,Mid-Market,Finance,CA,Paid Social,2023-11-18,True
CUST00277,Angela,Rangel,karl15@example.net,Consumer,Education,NL,Paid Search,2025-08-06,True
CUST00278,Paul,Rose,jennifercole@example.com,Mid-Market,Manufacturing,AU,Organic Search,2023-08-09,True
CUST00279,Madison,Garcia,gcabrera@example.net,Enterprise,Retail,US,Email Referral,2023-09-02,False
CUST00280,Mindy,Ferguson,cunninghamnicole@example.com,SMB,Manufacturing,NL,Direct,2024-07-19,True
CUST00281,Glenn,Walker,tonycordova@example.net,Consumer,Finance,UK,Email Referral,2024-02-23,True
CUST00282,John,Conway,shellychung@example.com,SMB,Healthcare,SE,Event,2025-03-25,True
CUST00283,Dillon,Lewis,mark39@example.com,SMB,Technology,NL,Event,2025-08-24,True
CUST00284,Mathew,Mcgee,ramirezjames@example.org,Consumer,Manufacturing,NL,Direct,2024-07-01,True
CUST00285,Jessica,Lane,dannypage@example.org,SMB,Education,AU,Paid Search,2024-07-12,True
CUST00286,Kevin,Moran,sstevens@example.org,Mid-Market,Technology,UK,Direct,2024-10-11,True
CUST00287,Samuel,Cruz,donnacarroll@example.net,SMB,Finance,DE,Paid Search,2023-11-30,True
CUST00288,Luis,Montgomery,christopher26@example.net,SMB,Healthcare,DE,Direct,2023-12-05,True
CUST00289,Patrick,Reyes,tlopez@example.com,Enterprise,Healthcare,SE,Email Referral,2024-06-03,True
CUST00290,Erica,Todd,nicholassantiago@example.org,Consumer,Education,AU,Event,2023-11-12,False
CUST00291,Charles,Vaughn,webbstephen@example.com,SMB,Healthcare,SE,Organic Search,2025-10-23,True
CUST00292,Joseph,Ortega,steve89@example.com,SMB,Finance,US,Paid Social,2024-08-30,True
CUST00293,Christine,Brown,usmith@example.net,SMB,Retail,SE,Organic Search,2024-04-16,True
CUST00294,Gary,Hayes,cwalker@example.com,SMB,Technology,UK,Direct,2023-11-19,True
CUST00295,Robert,Blake,kathy08@example.net,Consumer,Retail,US,Email Referral,2025-10-29,False
CUST00296,Veronica,Castro,xmoore@example.com,Mid-Market,Finance,SE,Direct,2025-02-05,True
CUST00297,Crystal,Hoffman,edwardmeyer@example.com,Enterprise,Retail,UK,Event,2025-03-09,False
CUST00298,Scott,Mays,amygarcia@example.net,SMB,Education,UK,Direct,2024-07-29,True
CUST00299,Rachel,Jarvis,michelle35@example.org,Enterprise,Healthcare,SE,Email Referral,2024-03-08,True
CUST00300,Brittany,Nolan,wrose@example.org,Mid-Market,Finance,AU,Paid Social,2024-03-14,True
CUST00301,Albert,Gonzalez,lindawhite@example.com,SMB,Education,US,Event,2024-08-17,True
CUST00302,Albert,Smith,floreserica@example.net,SMB,Technology,AU,Organic Search,2023-06-22,True
CUST00303,Isaiah,Ramirez,qmueller@example.net,Consumer,Finance,CA,Webinar,2024-09-19,False
CUST00304,Samantha,Johnson,steven43@example.org,Mid-Market,Finance,UK,Direct,2025-11-12,True
CUST00305,Gloria,White,lisa55@example.net,SMB,Finance,NL,Paid Search,2023-04-26,True
CUST00306,Patricia,Miller,kmoore@example.net,Enterprise,Finance,NL,Webinar,2024-03-04,True
CUST00307,Carlos,Brown,colleensnyder@example.net,Mid-Market,Education,UK,Webinar,2024-12-06,True
CUST00308,Tracy,Rice,bdavis@example.net,SMB,Technology,AU,Paid Social,2024-05-29,True
CUST00309,Joan,Dillon,beth34@example.com,Mid-Market,Finance,SE,Paid Search,2023-09-11,True
CUST00310,Christopher,Moore,shernandez@example.net,Mid-Market,Healthcare,UK,Paid Social,2023-09-19,False
CUST00311,Michael,Kelley,mwatkins@example.com,Enterprise,Manufacturing,US,Webinar,2024-05-18,True
CUST00312,Steven,Richard,lauralee@example.net,Mid-Market,Manufacturing,NL,Paid Search,2023-08-31,True
CUST00313,Alexander,Marquez,hcooley@example.org,Mid-Market,Education,SE,Organic Search,2023-10-20,True
CUST00314,Michael,Lopez,emily46@example.com,Mid-Market,Retail,CA,Event,2025-12-17,True
CUST00315,Daniel,Charles,oliverjustin@example.com,Consumer,Healthcare,FR,Paid Social,2023-09-24,False
CUST00316,Robert,Brown,joshua29@example.net,Consumer,Healthcare,AU,Webinar,2025-06-27,False
CUST00317,Mitchell,Morales,wwolf@example.net,Consumer,Retail,CA,Event,2024-03-04,True
CUST00318,Matthew,Richardson,lori97@example.com,Consumer,Healthcare,FR,Event,2025-07-04,True
CUST00319,Clayton,Williams,arobinson@example.net,SMB,Technology,SE,Event,2023-10-27,True
CUST00320,John,Davis,mccartykimberly@example.org,Enterprise,Education,UK,Paid Social,2025-02-10,True
CUST00321,Erica,Coleman,wyates@example.net,Mid-Market,Finance,SE,Direct,2023-07-16,True
CUST00322,Edward,Miller,rebeccawarner@example.net,Consumer,Technology,FR,Event,2024-10-25,True
CUST00323,Vanessa,Collins,nsparks@example.net,SMB,Technology,NL,Organic Search,2026-03-06,True
CUST00324,Latoya,Rivas,rachelwilson@example.com,SMB,Healthcare,NL,Organic Search,2025-10-16,True
CUST00325,Joseph,Brewer,marysalinas@example.net,Enterprise,Finance,UK,Event,2025-12-21,True
CUST00326,Donna,Patterson,harrisjohn@example.com,SMB,Healthcare,DE,Organic Search,2025-03-29,True
CUST00327,Derek,Craig,laneandrea@example.com,Consumer,Education,DE,Event,2025-09-14,True
CUST00328,Frank,Miller,awilliams@example.net,Consumer,Manufacturing,US,Organic Search,2025-12-11,True
CUST00329,Denise,Lawrence,rmcguire@example.com,Mid-Market,Healthcare,NL,Organic Search,2025-04-06,True
CUST00330,Shannon,Clark,jhudson@example.org,Mid-Market,Finance,UK,Organic Search,2025-06-29,True
CUST00331,Jeffrey,Black,phernandez@example.com,Consumer,Technology,UK,Event,2025-10-16,False
CUST00332,Holly,Randall,rthompson@example.org,Enterprise,Education,FR,Webinar,2025-05-31,True
CUST00333,Jodi,Murray,robert62@example.com,Consumer,Technology,AU,Paid Search,2023-09-19,True
CUST00334,Alexander,Fisher,sholland@example.com,Mid-Market,Education,UK,Direct,2023-10-31,False
CUST00335,Julie,Delacruz,lauradavila@example.org,Enterprise,Manufacturing,US,Email Referral,2026-01-19,False
CUST00336,Kathleen,Carroll,david42@example.net,Enterprise,Education,NL,Paid Social,2024-03-24,True
CUST00337,Zoe,Jensen,dblackwell@example.org,Enterprise,Finance,UK,Paid Social,2025-10-06,True
CUST00338,Victor,Rose,carolyn09@example.net,Enterprise,Manufacturing,AU,Paid Search,2024-04-26,True
CUST00339,Denise,Weiss,davisrobert@example.net,SMB,Education,DE,Event,2023-07-22,True
CUST00340,Shawn,Oconnor,taylorjoseph@example.org,Consumer,Education,SE,Webinar,2025-06-27,True
CUST00341,Austin,Johnson,tbarber@example.com,Mid-Market,Technology,SE,Organic Search,2024-03-22,True
CUST00342,Lisa,Hopkins,andrea79@example.net,Enterprise,Healthcare,US,Paid Social,2024-08-26,False
CUST00343,Kimberly,Hickman,hpadilla@example.net,Consumer,Manufacturing,SE,Paid Social,2023-08-03,True
CUST00344,Shawn,Wright,kimberly49@example.com,Mid-Market,Finance,AU,Event,2024-12-14,True
CUST00345,Kelly,Frazier,ravenrusso@example.net,SMB,Finance,UK,Event,2025-03-12,True
CUST00346,Anne,Brown,riverakayla@example.com,Consumer,Education,SE,Email Referral,2026-03-19,True
CUST00347,Adam,Robinson,bentleyphilip@example.net,Mid-Market,Retail,SE,Paid Social,2024-02-25,False
CUST00348,Heather,Perkins,handerson@example.net,SMB,Technology,NL,Organic Search,2024-05-30,True
CUST00349,Craig,Jackson,mariawilliams@example.com,Mid-Market,Manufacturing,CA,Paid Social,2024-07-30,True
CUST00350,Adam,Walters,cschultz@example.com,SMB,Education,CA,Paid Social,2023-05-06,True
CUST00351,Christine,Contreras,priscillasherman@example.org,Consumer,Healthcare,SE,Paid Social,2024-02-14,True
CUST00352,Russell,Mcdonald,pattersonashley@example.com,SMB,Manufacturing,NL,Paid Social,2025-07-24,True
CUST00353,Kayla,Thompson,joanjames@example.org,Enterprise,Technology,NL,Paid Social,2025-02-03,True
CUST00354,David,Ramirez,maxwellerin@example.com,Mid-Market,Technology,DE,Event,2025-03-31,True
CUST00355,Alexander,Murray,michaelwells@example.org,Consumer,Technology,DE,Organic Search,2025-07-16,True
CUST00356,Keith,Moore,lindsey43@example.net,SMB,Finance,NL,Direct,2025-06-22,True
CUST00357,Nicholas,Martinez,campbelltanya@example.net,Mid-Market,Education,SE,Paid Social,2023-09-27,True
CUST00358,Stephanie,Peters,jenkinspatrick@example.com,Enterprise,Manufacturing,DE,Direct,2024-08-31,True
CUST00359,Gregory,Robinson,raystrickland@example.org,SMB,Education,CA,Paid Search,2024-02-22,False
CUST00360,Kevin,Daniels,jimmybailey@example.com,Enterprise,Education,DE,Email Referral,2026-03-26,True
CUST00361,Paige,Gonzalez,dli@example.net,Enterprise,Finance,CA,Webinar,2024-09-27,True
CUST00362,Alexis,Greene,rodriguezjeffrey@example.net,SMB,Education,SE,Paid Search,2024-11-22,True
CUST00363,Anna,Jimenez,elizabetharias@example.org,Enterprise,Retail,DE,Webinar,2025-08-23,True
CUST00364,Kayla,Reynolds,michaelsmith@example.org,Enterprise,Education,AU,Webinar,2025-08-19,True
CUST00365,Holly,Hansen,billy96@example.net,Enterprise,Manufacturing,CA,Paid Social,2023-07-14,False
CUST00366,April,Reynolds,michael99@example.net,Mid-Market,Finance,FR,Organic Search,2023-10-26,False
CUST00367,Deborah,King,eddierobinson@example.net,Mid-Market,Healthcare,SE,Organic Search,2025-03-30,True
CUST00368,George,Huang,davisrobert@example.org,SMB,Retail,DE,Direct,2025-09-07,False
CUST00369,Todd,Miller,thomas17@example.com,Enterprise,Finance,NL,Webinar,2024-02-08,True
CUST00370,Laura,Richardson,bonddanielle@example.com,Consumer,Retail,UK,Paid Search,2024-11-25,False
CUST00371,Eric,Perkins,flowersnatalie@example.com,Enterprise,Retail,SE,Webinar,2026-03-02,True
CUST00372,Heidi,Ali,eramirez@example.org,Mid-Market,Manufacturing,DE,Event,2023-12-01,False
CUST00373,Tara,Miller,christianwatts@example.org,Consumer,Manufacturing,US,Event,2024-05-22,True
CUST00374,Marie,Sparks,brentrobinson@example.net,Mid-Market,Finance,DE,Paid Search,2025-04-25,True
CUST00375,Alexander,Brooks,robertgalloway@example.org,Mid-Market,Finance,CA,Event,2024-04-30,True
CUST00376,John,Barr,sandy54@example.org,Mid-Market,Education,CA,Paid Search,2025-04-11,True
CUST00377,Ashley,Cooke,jonwatts@example.net,Enterprise,Manufacturing,DE,Direct,2024-04-25,False
CUST00378,Curtis,Henry,tfields@example.com,Mid-Market,Healthcare,AU,Event,2024-09-18,False
CUST00379,Jonathan,Carson,scottjames@example.org,Enterprise,Technology,UK,Organic Search,2024-11-03,False
CUST00380,Kathy,Reyes,tylerjacobs@example.com,SMB,Education,FR,Event,2023-05-23,True
CUST00381,Sean,Perry,hoopersophia@example.org,Enterprise,Retail,CA,Webinar,2025-02-22,False
CUST00382,Michelle,Reyes,contrerasallen@example.org,Consumer,Healthcare,NL,Paid Social,2024-04-08,True
CUST00383,Thomas,Velasquez,ycoleman@example.net,Enterprise,Healthcare,SE,Email Referral,2025-05-15,True
CUST00384,Jessica,Miller,longjonathan@example.org,Mid-Market,Finance,DE,Paid Social,2025-09-27,False
CUST00385,Amber,Hall,pamelahenderson@example.org,SMB,Education,AU,Email Referral,2025-09-30,True
CUST00386,Melissa,Moore,gonzaleskatrina@example.net,SMB,Manufacturing,UK,Paid Social,2025-08-03,True
CUST00387,Wesley,Smith,imorgan@example.org,Enterprise,Finance,SE,Paid Search,2024-03-15,True
CUST00388,Devin,Bass,hbarnes@example.org,Enterprise,Finance,NL,Event,2024-03-11,True
CUST00389,Andrew,Hoover,wrightfrank@example.com,Mid-Market,Healthcare,AU,Direct,2023-11-15,True
CUST00390,Carolyn,Boyd,jjohnson@example.org,Mid-Market,Healthcare,SE,Direct,2026-03-15,True
CUST00391,Tammy,Williamson,ecarpenter@example.com,SMB,Retail,US,Organic Search,2023-07-11,False
CUST00392,Evan,Williams,muellerbrett@example.net,Consumer,Healthcare,FR,Direct,2023-05-14,True
CUST00393,Charlotte,Holland,hmyers@example.net,Enterprise,Finance,SE,Direct,2025-04-25,False
CUST00394,Andrew,Arnold,conwaycourtney@example.net,Consumer,Finance,US,Event,2026-03-15,True
CUST00395,Kelly,Salinas,qmanning@example.org,Mid-Market,Finance,AU,Event,2026-02-13,True
CUST00396,Earl,Brown,wcarter@example.com,Enterprise,Retail,US,Direct,2025-03-12,True
CUST00397,Stephen,Herrera,zcole@example.org,SMB,Manufacturing,CA,Organic Search,2024-10-08,True
CUST00398,Amber,Elliott,michaelgriffin@example.org,Consumer,Manufacturing,CA,Event,2023-09-14,False
CUST00399,David,Sanders,brianlopez@example.net,Enterprise,Healthcare,UK,Email Referral,2023-06-22,True
CUST00400,Laura,Gibson,brownelizabeth@example.net,SMB,Manufacturing,AU,Event,2024-07-28,True
CUST00401,Kara,Gibbs,sthornton@example.org,Consumer,Manufacturing,US,Organic Search,2023-05-25,True
CUST00402,Joseph,Flynn,andrewallen@example.org,SMB,Retail,SE,Paid Search,2023-06-14,True
CUST00403,Ronnie,Valencia,ysmith@example.org,Mid-Market,Finance,AU,Paid Search,2024-05-09,True
CUST00404,Kimberly,Wheeler,martinryan@example.com,SMB,Manufacturing,AU,Direct,2025-06-29,False
CUST00405,Emily,Gillespie,thomas92@example.org,Consumer,Education,CA,Email Referral,2023-08-24,False
CUST00406,Paul,Horton,kathryn99@example.org,SMB,Finance,UK,Email Referral,2024-09-11,True
CUST00407,Rebecca,Miller,harrischarles@example.org,Enterprise,Manufacturing,SE,Paid Social,2026-01-10,False
CUST00408,Charles,Mcbride,rodriguezkristen@example.com,Mid-Market,Education,US,Direct,2025-06-19,True
CUST00409,Michael,White,sergio88@example.com,Consumer,Healthcare,FR,Organic Search,2025-06-08,True
CUST00410,Jordan,Mitchell,shawnsherman@example.org,Enterprise,Healthcare,US,Email Referral,2025-05-15,True
CUST00411,Misty,Thompson,patrickalvarez@example.com,Mid-Market,Retail,FR,Email Referral,2023-05-26,True
CUST00412,Renee,Sanchez,tfranklin@example.com,Consumer,Education,US,Webinar,2026-04-17,True
CUST00413,Michael,Ward,jjordan@example.com,Mid-Market,Manufacturing,AU,Webinar,2023-09-13,True
CUST00414,Robert,Chapman,eric34@example.net,Consumer,Finance,DE,Email Referral,2025-03-07,False
CUST00415,Cassidy,Hill,amanda26@example.org,SMB,Manufacturing,AU,Webinar,2025-10-09,True
CUST00416,Keith,Lawson,pamelabarber@example.com,SMB,Manufacturing,SE,Paid Search,2026-03-11,False
CUST00417,Samantha,Swanson,kevingreen@example.net,SMB,Manufacturing,CA,Paid Search,2024-09-18,False
CUST00418,Patricia,Pham,stevewalker@example.com,SMB,Finance,FR,Webinar,2025-12-11,True
CUST00419,Edwin,Ellis,theresa14@example.com,SMB,Retail,AU,Direct,2025-03-02,False
CUST00420,Hannah,Munoz,francojohn@example.com,SMB,Finance,UK,Direct,2024-05-01,True
CUST00421,Shane,Boyle,marywood@example.org,Consumer,Retail,AU,Event,2026-03-10,False
CUST00422,Daniel,Kane,rebecca25@example.com,SMB,Technology,CA,Webinar,2025-04-02,True
CUST00423,Christopher,Oconnor,ryan47@example.com,Consumer,Education,CA,Webinar,2023-11-17,True
CUST00424,Daniel,Price,kevin02@example.com,Mid-Market,Manufacturing,CA,Direct,2023-07-10,True
CUST00425,Benjamin,Richards,austinrivers@example.net,Mid-Market,Technology,FR,Paid Search,2023-07-14,True
CUST00426,Renee,Cooper,lcarter@example.com,Mid-Market,Education,FR,Organic Search,2025-05-27,True
CUST00427,Maria,Stone,valerie93@example.org,SMB,Education,SE,Organic Search,2024-11-14,True
CUST00428,Hunter,Owens,xcollins@example.org,Mid-Market,Technology,DE,Email Referral,2024-05-04,True
CUST00429,Jessica,Peterson,bobbydavis@example.com,Consumer,Retail,FR,Event,2026-02-11,False
CUST00430,Connor,Ward,amygreen@example.com,SMB,Finance,US,Event,2026-03-19,True
CUST00431,Erica,Nixon,cynthiazimmerman@example.com,Mid-Market,Manufacturing,US,Paid Search,2026-01-14,True
CUST00432,Dennis,Miller,raymond70@example.com,Mid-Market,Technology,NL,Event,2025-05-04,True
CUST00433,Taylor,Montgomery,brightchristopher@example.org,SMB,Technology,US,Paid Social,2024-06-23,True
CUST00434,Jennifer,Park,pamela94@example.com,Enterprise,Finance,CA,Email Referral,2024-07-18,False
CUST00435,Kevin,Patterson,tannergarner@example.org,Consumer,Healthcare,SE,Paid Social,2024-06-11,True
CUST00436,Alexandra,Johnson,evelyn86@example.net,Enterprise,Finance,DE,Webinar,2025-12-26,True
CUST00437,Mariah,Brown,waltersaustin@example.net,SMB,Education,DE,Organic Search,2023-07-19,True
CUST00438,Sheri,Peterson,aliciaprince@example.org,SMB,Manufacturing,FR,Paid Search,2023-10-25,True
CUST00439,Matthew,Gates,ycarpenter@example.com,Consumer,Retail,AU,Organic Search,2024-06-13,True
CUST00440,Daniel,Robinson,hardingmary@example.net,Enterprise,Healthcare,DE,Email Referral,2025-06-06,True
CUST00441,Angelica,Harris,dustin92@example.org,Mid-Market,Technology,CA,Email Referral,2023-11-21,True
CUST00442,Donna,King,hfitzpatrick@example.net,SMB,Finance,CA,Direct,2023-12-11,True
CUST00443,Victoria,Griffith,fishercharles@example.net,Enterprise,Finance,AU,Webinar,2026-01-19,True
CUST00444,Briana,Johnson,merrittkimberly@example.com,Enterprise,Retail,CA,Paid Search,2026-02-25,True
CUST00445,Whitney,Rodriguez,travis64@example.org,SMB,Education,UK,Webinar,2023-11-22,False
CUST00446,Alexander,Powell,baileysteven@example.com,SMB,Finance,FR,Paid Search,2026-04-14,False
CUST00447,Brianna,Jones,thomasnunez@example.net,Consumer,Healthcare,SE,Webinar,2025-09-21,False
CUST00448,Rachel,Robinson,sberger@example.org,SMB,Retail,SE,Event,2024-09-22,True
CUST00449,Frederick,Mckinney,josephhernandez@example.net,Mid-Market,Healthcare,UK,Direct,2024-10-25,True
CUST00450,Jeffrey,Gilbert,michaelbarron@example.com,SMB,Technology,UK,Organic Search,2025-12-24,False
CUST00451,Sheri,King,whernandez@example.org,Mid-Market,Manufacturing,DE,Paid Search,2023-10-17,True
CUST00452,Brandi,Carey,qmorales@example.com,Consumer,Technology,FR,Webinar,2025-01-24,True
CUST00453,William,Baker,robertellison@example.org,Enterprise,Manufacturing,SE,Event,2024-01-18,True
CUST00454,Katherine,Wallace,andrewho@example.com,Mid-Market,Manufacturing,NL,Email Referral,2024-10-03,True
CUST00455,Jessica,Powell,zmartin@example.net,Consumer,Education,CA,Webinar,2024-09-16,True
CUST00456,Joshua,Garrison,douglasyoung@example.org,SMB,Technology,FR,Direct,2025-08-24,True
CUST00457,Julie,Edwards,emily91@example.org,Consumer,Finance,UK,Direct,2025-12-21,False
CUST00458,Sarah,Chan,brookedavis@example.org,Enterprise,Retail,US,Paid Social,2024-01-30,True
CUST00459,Terri,Johnston,jacquelineelliott@example.org,Mid-Market,Education,NL,Paid Social,2023-06-20,False
CUST00460,Nicole,Singh,combswilliam@example.com,Consumer,Retail,NL,Email Referral,2024-10-11,True
CUST00461,Danielle,Mitchell,kholloway@example.org,Mid-Market,Education,AU,Organic Search,2024-08-02,True
CUST00462,Victoria,Jordan,cmitchell@example.com,Consumer,Manufacturing,DE,Webinar,2024-04-09,False
CUST00463,Matthew,Morales,marshallsteven@example.net,Enterprise,Technology,CA,Email Referral,2025-10-15,True
CUST00464,Laura,Osborne,sharpbrian@example.net,Consumer,Manufacturing,NL,Event,2026-04-06,True
CUST00465,Madison,White,jtaylor@example.net,Consumer,Finance,DE,Paid Social,2024-12-06,True
CUST00466,April,Charles,vickie41@example.net,Enterprise,Technology,NL,Direct,2025-09-10,True
CUST00467,Stephanie,Freeman,crosbyjohn@example.net,Enterprise,Healthcare,FR,Organic Search,2025-10-22,True
CUST00468,Gina,Brown,taylorespinoza@example.org,Enterprise,Retail,US,Paid Search,2025-04-11,True
CUST00469,Sarah,Martinez,wrightjesus@example.com,Consumer,Retail,FR,Direct,2024-01-15,True
CUST00470,James,Morrow,jason34@example.com,Enterprise,Healthcare,CA,Paid Search,2025-08-17,False
CUST00471,Shawn,James,harrisonpatricia@example.com,SMB,Manufacturing,AU,Paid Search,2024-05-27,True
CUST00472,Eric,Parker,jimmy31@example.com,Mid-Market,Education,FR,Email Referral,2025-08-24,True
CUST00473,Stanley,Silva,joshua35@example.net,Enterprise,Manufacturing,DE,Webinar,2025-07-13,True
CUST00474,Kimberly,Arnold,danielle47@example.com,Consumer,Technology,AU,Webinar,2026-02-04,True
CUST00475,Arthur,Guerrero,robinsonaustin@example.net,SMB,Education,NL,Email Referral,2024-08-18,True
CUST00476,Joshua,Cook,amysalinas@example.net,Consumer,Healthcare,SE,Paid Search,2025-02-11,False
CUST00477,Brian,Gilbert,lambhannah@example.com,SMB,Education,DE,Event,2024-03-16,True
CUST00478,Michele,Pitts,gina72@example.com,Enterprise,Manufacturing,NL,Email Referral,2025-10-05,True
CUST00479,Bonnie,Beasley,dhardy@example.com,Mid-Market,Retail,FR,Paid Social,2024-09-07,True
CUST00480,Dakota,Pierce,jean44@example.com,Enterprise,Retail,AU,Organic Search,2025-11-28,True
CUST00481,Michael,Ware,cjohnson@example.com,Mid-Market,Technology,CA,Email Referral,2025-02-04,True
CUST00482,Michael,Marsh,kwilliams@example.net,Enterprise,Technology,FR,Event,2024-01-31,True
CUST00483,Richard,Burns,kellyclark@example.com,Mid-Market,Retail,FR,Event,2025-04-21,False
CUST00484,Jonathan,Hicks,sean44@example.org,SMB,Technology,FR,Paid Search,2025-10-25,False
CUST00485,Allen,Frey,nhudson@example.org,Enterprise,Education,SE,Paid Search,2026-03-12,True
CUST00486,Jillian,Conrad,vcobb@example.com,Mid-Market,Retail,FR,Direct,2023-08-25,True
CUST00487,Danielle,Rodriguez,michael42@example.com,SMB,Retail,SE,Direct,2025-01-29,True
CUST00488,William,Ryan,murraykimberly@example.com,SMB,Finance,AU,Direct,2025-02-22,False
CUST00489,William,Smith,zvargas@example.net,Consumer,Technology,SE,Event,2024-06-13,False
CUST00490,Anthony,Cook,watkinsamy@example.org,Mid-Market,Finance,AU,Email Referral,2026-02-12,True
CUST00491,Derek,Hendrix,dustin52@example.com,Mid-Market,Education,DE,Organic Search,2025-09-22,True
CUST00492,Felicia,Bennett,freemanthomas@example.net,Consumer,Finance,DE,Paid Search,2025-05-17,True
CUST00493,Christopher,Taylor,mgreen@example.org,Consumer,Manufacturing,FR,Email Referral,2025-11-09,True
CUST00494,Sherry,Taylor,yweaver@example.com,SMB,Finance,SE,Webinar,2023-06-12,True
CUST00495,David,Cannon,qliu@example.com,Consumer,Retail,DE,Webinar,2023-11-09,True
CUST00496,Richard,Price,deborahwinters@example.net,Mid-Market,Healthcare,SE,Paid Search,2023-06-08,False
CUST00497,Martha,Lewis,brownchristopher@example.net,Enterprise,Manufacturing,US,Event,2025-05-03,False
CUST00498,Jacob,Byrd,williamcummings@example.net,Enterprise,Technology,NL,Paid Search,2023-11-15,False
CUST00499,Samantha,Hopkins,tkelley@example.com,Mid-Market,Technology,DE,Organic Search,2024-05-28,True
CUST00500,Samantha,Guzman,adamsjonathan@example.org,Consumer,Finance,US,Direct,2024-11-02,True
CUST00501,Jill,Smith,erikthompson@example.org,Consumer,Education,SE,Organic Search,2026-03-30,True
CUST00502,Leslie,Boyd,steven43@example.org,Consumer,Technology,US,Direct,2025-08-20,True
CUST00503,Adam,Howard,todd46@example.com,SMB,Technology,NL,Event,2024-02-08,False
CUST00504,Lisa,Richard,bhoover@example.com,Mid-Market,Technology,UK,Direct,2024-05-03,True
CUST00505,William,Hernandez,bblack@example.com,Mid-Market,Manufacturing,CA,Event,2025-11-13,True
CUST00506,Douglas,Lynch,mcdonaldallison@example.org,Consumer,Technology,AU,Email Referral,2024-12-22,True
CUST00507,Darlene,Hansen,joshua73@example.net,Mid-Market,Education,FR,Paid Social,2025-01-02,True
CUST00508,Christopher,Phelps,carl98@example.org,Enterprise,Education,US,Organic Search,2023-08-09,True
CUST00509,Robert,French,nbender@example.net,Consumer,Manufacturing,SE,Organic Search,2023-06-22,True
CUST00510,Richard,Stewart,troyanderson@example.org,Mid-Market,Technology,SE,Event,2023-09-20,True
CUST00511,Brandon,Wright,rebeccabell@example.com,SMB,Manufacturing,UK,Direct,2023-06-23,False
CUST00512,Andrew,Kelley,imaxwell@example.org,Mid-Market,Healthcare,SE,Paid Social,2025-07-26,True
CUST00513,Stefanie,Knight,walkerdebbie@example.net,Enterprise,Education,CA,Direct,2024-05-15,True
CUST00514,Joshua,Mcconnell,sarah26@example.net,Enterprise,Healthcare,AU,Organic Search,2023-07-21,False
CUST00515,Zoe,Mata,anthonysmith@example.org,Mid-Market,Education,NL,Organic Search,2024-09-23,True
CUST00516,Joan,Parsons,jessica81@example.net,Mid-Market,Manufacturing,NL,Webinar,2024-10-13,False
CUST00517,Vanessa,Smith,czavala@example.net,SMB,Retail,DE,Event,2023-07-26,False
CUST00518,Elizabeth,Smith,wesleymclean@example.net,Enterprise,Manufacturing,AU,Organic Search,2026-04-03,True
CUST00519,Angela,Sutton,fostershawn@example.org,Mid-Market,Technology,AU,Direct,2024-10-21,True
CUST00520,Daniel,Stone,carterdavid@example.org,Consumer,Finance,US,Webinar,2026-02-11,True
CUST00521,Andrew,Haynes,moralesrichard@example.com,Consumer,Retail,FR,Paid Social,2024-04-17,True
CUST00522,Daniel,West,devinmoses@example.com,Consumer,Retail,DE,Webinar,2025-11-05,True
CUST00523,Lindsay,Sanchez,michael16@example.net,Consumer,Technology,CA,Event,2024-11-18,True
CUST00524,Kevin,Ferguson,tyler38@example.net,Enterprise,Technology,CA,Paid Search,2024-09-19,True
CUST00525,James,Dean,williamdorsey@example.net,Mid-Market,Education,NL,Paid Social,2025-02-20,True
CUST00526,Dawn,Ellis,wisedorothy@example.net,Enterprise,Technology,CA,Email Referral,2025-08-25,True
CUST00527,Eric,Villanueva,pchase@example.org,SMB,Technology,DE,Organic Search,2024-06-28,True
CUST00528,Rachel,Wise,tmeadows@example.com,Consumer,Manufacturing,NL,Organic Search,2025-01-08,True
CUST00529,Nicole,Wilson,ccole@example.com,SMB,Manufacturing,UK,Direct,2023-09-13,True
CUST00530,Mario,Brown,rrobertson@example.org,SMB,Retail,US,Paid Social,2026-01-20,True
CUST00531,Nicole,Young,daniellemurphy@example.net,Enterprise,Education,FR,Direct,2023-12-07,True
CUST00532,Lance,Thomas,angela75@example.org,Consumer,Healthcare,DE,Paid Social,2024-01-23,True
CUST00533,Rebecca,Morales,ethan70@example.org,Consumer,Healthcare,UK,Paid Search,2024-06-14,True
